# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = negativebinomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = negativebinomial_1.data.R
# init = 2 (Default)
# random
#   seed = 2863632350
# output
#   file = negativebinomial_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta
# Adaptation terminated
# Step size = 0.675461
# Diagonal elements of inverse mass matrix:
# 0.178281, 0.201626
-21.648,0.988014,0.675461,1,3,0,21.9782,0.833191,0.472592
-21.9308,0.969416,0.675461,1,3,0,22.6315,1.16844,0.60322
-22.5881,0.868679,0.675461,1,1,0,22.6256,1.07265,0.784026
-22.9125,0.848359,0.675461,1,1,0,23.5803,1.04333,0.817234
-21.9813,1,0.675461,2,3,0,23.0311,0.707815,0.353598
-21.7435,0.984473,0.675461,2,7,0,22.2269,0.719442,0.479222
-21.6988,0.999222,0.675461,2,3,0,21.7717,0.760511,0.446837
-22.336,0.927963,0.675461,2,3,0,22.4498,0.565291,0.505629
-22.5865,0.883481,0.675461,1,3,0,23.4403,0.724963,0.697938
-22.2258,1,0.675461,3,7,0,22.6426,0.664459,0.311166
-21.748,0.989803,0.675461,2,7,0,22.4927,0.726298,0.429533
-22.0877,0.916645,0.675461,3,7,0,23.3099,0.612498,0.498251
-21.9434,0.95853,0.675461,2,7,0,22.4256,0.715932,0.361687
-21.8978,0.974568,0.675461,1,3,0,22.2353,0.654845,0.479639
-22.0235,0.972625,0.675461,2,3,0,22.3343,0.606632,0.453622
-22.0353,0.947038,0.675461,1,3,0,22.708,0.915862,0.388563
-22.0353,0.829017,0.675461,2,3,0,23.4433,0.915862,0.388563
-22.4449,0.665833,0.675461,3,11,0,22.8106,1.15068,0.431853
-22.253,0.500089,0.675461,2,3,0,23.0761,1.3128,0.654288
-22.253,0.500049,0.675461,1,1,0,23.0886,1.3128,0.654288
-24.6667,0.686197,0.675461,1,1,0,24.7217,1.89064,0.591953
-21.6997,1,0.675461,3,7,0,24.6928,0.957867,0.492071
-23.3716,0.323822,0.675461,2,7,0,28.6801,0.619001,0.205699
-22.7748,0.867307,0.675461,1,3,0,23.8971,0.768273,0.269876
-25.477,0.717809,0.675461,1,1,0,25.4953,0.992859,0.199802
-24.1519,1,0.675461,2,3,0,25.6624,0.318542,0.353843
-23.3396,0.888656,0.675461,3,9,1,24.2478,0.387728,0.277533
-22.1464,0.993699,0.675461,2,3,0,23.9397,0.584356,0.351256
-24.7875,0.474297,0.675461,3,7,0,25.1378,0.321743,0.153507
-22.1358,0.827758,0.675461,2,5,1,25.3147,0.755295,0.332042
-22.4072,0.900181,0.675461,2,3,0,23.5177,0.626734,0.597428
-22.3762,0.85156,0.675461,3,7,0,24.1269,0.772309,0.690824
-22.3762,0.357355,0.675461,3,7,0,24.5751,0.772309,0.690824
-22.6264,0.987196,0.675461,2,3,0,22.6471,1.25286,0.460532
-22.6264,0.25246,0.675461,2,3,0,25.1952,1.25286,0.460532
-23.4808,0.702271,0.675461,2,3,0,24.0847,1.08046,0.865698
-22.5518,1,0.675461,2,3,0,23.1103,0.693319,0.275332
-21.9508,0.957773,0.675461,2,7,0,23.0195,0.908965,0.662625
-22.5771,0.820667,0.675461,2,3,0,23.7175,1.32139,0.510923
-21.9052,0.431923,0.675461,3,7,0,23.8561,0.652587,0.393287
-21.8118,0.857374,0.675461,1,3,0,22.9333,1.00216,0.474198
-21.6543,0.951508,0.675461,2,3,0,22.1863,0.796946,0.47723
-21.7723,0.991031,0.675461,2,5,0,21.8489,0.702368,0.434745
-21.7393,0.953921,0.675461,1,3,0,22.7417,0.960375,0.608409
-22.0384,0.929605,0.675461,1,3,0,22.257,0.75501,0.620299
-21.8654,0.918321,0.675461,2,3,0,22.7613,0.724438,0.380823
-22.7563,0.843696,0.675461,2,7,0,23.1511,0.728795,0.722651
-21.8522,1,0.675461,1,1,0,22.4487,0.835408,0.615833
-22.2988,0.92471,0.675461,2,3,0,23.3434,1.28686,0.703914
-22.3311,0.893407,0.675461,3,7,0,23.6415,0.536064,0.444167
-22.0516,0.942995,0.675461,2,7,0,24.7717,0.959583,0.692745
-22.367,0.890417,0.675461,2,3,0,22.8256,1.20985,0.476092
-22.2107,0.74271,0.675461,2,7,0,23.9725,0.634386,0.562549
-21.7598,0.997418,0.675461,1,3,0,22.2842,0.80536,0.572513
-22.3347,0.449402,0.675461,2,3,0,24.3179,0.646868,0.295913
-22.2668,0.976253,0.675461,2,3,0,22.5425,0.545301,0.352909
-21.9434,0.981288,0.675461,2,7,0,22.6529,1.17483,0.591066
-21.971,0.999955,0.675461,3,7,0,22.0142,1.18991,0.603293
-22.2463,0.808284,0.675461,2,5,0,23.0403,0.564822,0.334902
-21.9111,0.980581,0.675461,3,11,0,22.4086,1.1326,0.540223
-22.2043,0.656886,0.675461,3,7,0,24.1414,0.668626,0.314374
-21.9623,0.48725,0.675461,3,7,0,22.9751,1.14595,0.654978
-21.9623,0.5,0.675461,0,1,1,24.626,1.14595,0.654978
-22.2004,0.9942,0.675461,3,7,0,22.2073,1.29206,0.646826
-21.6535,1,0.675461,2,3,0,22.1631,0.901664,0.55738
-22.7358,0.767238,0.675461,2,7,0,23.3508,0.495225,0.492157
-22.3363,0.937559,0.675461,1,3,0,23.6503,0.634062,0.29598
-22.3923,0.886506,0.675461,2,3,0,23.8896,0.682102,0.640823
-21.8539,0.870372,0.675461,2,3,0,22.9287,0.797199,0.388604
-22.504,0.971483,0.675461,2,3,0,22.6712,0.568587,0.280385
-22.0413,0.990704,0.675461,2,3,0,22.6554,0.741561,0.344495
-23.0257,0.80192,0.675461,2,5,0,23.0375,0.419484,0.371512
-24.0387,0.950643,0.675461,2,3,0,24.5368,0.321745,0.317077
-25.0431,0.984422,0.675461,2,3,0,25.0843,0.259036,0.297488
-22.2478,0.493872,0.675461,3,7,0,24.9684,0.802609,0.327218
-21.6581,1,0.675461,2,3,0,22.2355,0.791582,0.49648
-21.692,0.997861,0.675461,2,3,0,21.7113,0.760333,0.454319
-25.1619,0.65798,0.675461,1,3,0,25.4881,0.500187,0.807709
-22.6319,1,0.675461,1,1,0,24.5622,0.514137,0.500379
-23.0262,0.992843,0.675461,2,3,0,23.1636,0.727393,0.243704
-22.454,0.989663,0.675461,3,7,0,23.0744,0.571517,0.545246
-22.6142,0.909669,0.675461,2,3,0,23.8934,0.506023,0.480024
-25.8652,0.72145,0.675461,1,3,0,25.9019,0.380573,0.744339
-22.7344,0.93798,0.675461,1,3,0,25.4768,0.467688,0.425822
-22.4939,0.917139,0.675461,1,3,0,23.8772,0.758868,0.291821
-22.7007,0.922657,0.675461,1,3,0,23.6032,0.472169,0.304781
-22.4614,0.990445,0.675461,3,7,0,23.7227,0.634948,0.280106
-22.5081,0.994544,0.675461,2,3,0,22.7663,0.569022,0.279695
-22.3624,0.918618,0.675461,2,5,0,24.1599,1.10483,0.420811
-22.798,0.976777,0.675461,3,7,0,22.8458,0.949697,0.795044
-22.4316,0.998617,0.675461,2,7,0,23.7044,0.576005,0.289623
-21.7621,0.93194,0.675461,2,7,0,22.8583,0.930294,0.615072
-21.7585,0.994103,0.675461,3,7,0,21.9287,0.722075,0.499289
-23.5284,0.794938,0.675461,2,3,0,24.722,0.370623,0.263394
-22.9765,0.998273,0.675461,2,3,0,23.582,0.471857,0.248043
-25.0207,0.807998,0.675461,2,5,0,25.9857,0.465269,0.766015
-23.5603,1,0.675461,2,3,0,24.5104,1.11508,0.318162
-22.0951,1,0.675461,2,3,0,23.4963,0.586006,0.44635
-22.1702,0.983909,0.675461,2,3,0,22.6383,0.670759,0.31968
-21.8809,0.945219,0.675461,3,7,0,24.5956,0.97428,0.441102
-22.3808,0.914472,0.675461,3,7,0,23.0125,0.556521,0.305899
-22.7835,0.899593,0.675461,2,5,0,23.8033,0.807199,0.758691
-24.5865,0.531274,0.675461,2,7,0,24.9479,0.455446,0.137867
-21.9457,0.967781,0.675461,3,11,0,24.7911,0.689085,0.545719
-23.2271,0.893076,0.675461,2,3,0,23.2762,0.651428,0.735448
-23.8094,0.866157,0.675461,1,3,0,24.8184,0.448251,0.61047
-24.649,0.83403,0.675461,2,3,0,25.1168,0.862196,0.196578
-23.9096,0.772715,0.675461,1,3,0,25.6647,0.510675,0.168901
-26.7323,0.668788,0.675461,2,6,1,27.297,0.201661,0.376065
-21.7075,0.691237,0.675461,2,4,1,27.4482,0.824185,0.561065
-21.6654,1,0.675461,1,3,0,21.7374,0.911483,0.567286
-21.6577,0.972295,0.675461,3,7,0,21.8174,0.866708,0.552292
-21.8818,0.974957,0.675461,2,7,0,22.039,0.647739,0.432478
-21.8229,0.999783,0.675461,3,7,0,22.0073,0.773559,0.39309
-22.3292,0.959491,0.675461,1,3,0,22.9048,0.54989,0.322957
-23.1414,0.837375,0.675461,1,3,0,24.2001,0.98112,0.301542
-22.3583,1,0.675461,2,3,0,22.9728,0.882247,0.336278
-22.0242,0.5,0.675461,2,3,0,23.6095,0.883786,0.671707
-22.2051,0.968265,0.675461,1,3,0,22.7878,0.656714,0.583412
-22.1042,0.916965,0.675461,2,3,0,23.3033,0.596498,0.47674
-21.7449,0.944924,0.675461,2,7,0,22.4665,0.781497,0.551396
-22.4329,0.922544,0.675461,2,3,0,22.5601,0.948727,0.349798
-22.6451,0.75,0.675461,1,3,1,24.4995,0.53715,0.268269
-22.2097,0.985005,0.675461,2,3,0,22.9056,0.753108,0.321813
-21.8998,0.940781,0.675461,2,3,0,22.4723,0.950915,0.658273
-23.2389,0.637411,0.675461,2,7,0,24.3276,0.716302,0.228321
-23.5094,0.992934,0.675461,2,3,0,23.6603,0.702681,0.210878
-22.1275,0.970769,0.675461,2,7,0,24.127,0.967708,0.708011
-21.927,0.432868,0.675461,2,3,0,24.3912,0.709842,0.365714
-21.6668,0.994756,0.675461,2,7,0,22.1493,0.822166,0.45738
-23.6341,0.79377,0.675461,1,3,0,23.8307,1.07228,0.299548
-21.9717,1,0.675461,1,3,0,23.1931,0.941954,0.408924
-21.7249,0.986475,0.675461,1,3,0,22.103,0.729147,0.475005
-21.6359,0.995155,0.675461,2,7,0,21.7615,0.841142,0.517766
-21.7483,0.9829,0.675461,1,3,0,21.9963,1.03951,0.592424
-22.9978,0.771335,0.675461,2,3,0,23.1007,1.17465,0.829012
-22.9978,0.347248,0.675461,1,2,1,25.6806,1.17465,0.829012
-21.6849,0.949944,0.675461,1,3,0,24.5051,0.765574,0.458404
-22.7663,0.89575,0.675461,2,3,0,25.8071,1.21814,0.802586
-22.7663,0.730761,0.675461,1,1,0,23.5884,1.21814,0.802586
-22.0562,0.813164,0.675461,2,5,0,23.1852,0.810373,0.354422
-24.2648,0.714754,0.675461,2,3,0,25.3072,0.615754,0.812384
-22.5194,0.957204,0.675461,1,3,0,24.6097,0.951942,0.763644
-22.4499,0.873194,0.675461,3,7,0,24.8553,0.529823,0.477156
-22.2006,0.997551,0.675461,2,3,0,22.6316,0.938324,0.373022
-23.746,0.787004,0.675461,1,1,0,23.8023,1.13285,0.312825
-23.746,0.741065,0.675461,1,1,0,25.2884,1.13285,0.312825
-21.7773,0.666667,0.675461,1,2,1,23.9442,0.948362,0.622429
-22.0615,0.918812,0.675461,2,3,0,22.3949,1.11602,0.478423
-22.2293,0.981354,0.675461,2,3,0,22.3218,0.704802,0.627091
-21.7934,0.9944,0.675461,1,3,0,22.4226,0.687267,0.446002
-21.7284,0.996793,0.675461,2,7,0,21.9183,0.995109,0.503366
-21.7708,0.773342,0.675461,2,3,0,23.0591,0.966263,0.467263
-21.6477,1,0.675461,1,3,0,21.7426,0.878809,0.482536
-22.4323,0.94656,0.675461,2,3,0,22.5442,1.32576,0.723397
-22.5115,0.774174,0.675461,2,7,0,23.2567,0.491481,0.38606
-21.7233,0.730422,0.675461,3,7,0,24.2725,0.865699,0.585599
-21.6751,0.906677,0.675461,2,7,0,22.1684,0.781407,0.507326
-23.6465,0.766296,0.675461,2,3,0,24.3377,0.921268,0.861256
-21.6847,1,0.675461,1,1,0,22.9726,0.84022,0.557706
-22.1551,0.644307,0.675461,2,3,0,23.1741,0.765383,0.331118
-22.7404,0.916009,0.675461,1,1,0,22.7862,0.892081,0.304003
-22.7955,1,0.675461,2,3,0,23.1778,0.489756,0.496789
-22.4444,0.993203,0.675461,2,7,0,22.9361,1.04918,0.386192
-21.8918,0.991939,0.675461,2,3,0,22.6253,1.11254,0.528179
-21.8918,0.347028,0.675461,1,2,1,26.6415,1.11254,0.528179
-21.9721,0.978647,0.675461,2,3,0,22.0786,0.687349,0.552261
-23.7666,0.779527,0.675461,1,1,0,23.7735,0.573569,0.740024
-21.6414,0.852576,0.675461,2,3,0,24.3571,0.928753,0.528862
-21.7598,0.989498,0.675461,2,3,0,21.837,1.03335,0.605253
-21.7598,0.5,0.675461,0,1,1,28.1689,1.03335,0.605253
-21.7552,0.936142,0.675461,2,3,0,22.0876,0.947573,0.462835
-21.7007,1,0.675461,2,3,0,21.7532,0.924045,0.472207
-22.4168,0.795089,0.675461,2,3,0,23.3061,1.31321,0.725217
-21.6547,0.988733,0.675461,2,3,0,22.4314,0.935918,0.509525
-22.1907,0.940837,0.675461,2,3,0,22.2889,1.19721,0.503387
-22.2571,0.995497,0.675461,2,7,0,22.3448,0.590308,0.52057
-21.971,1,0.675461,2,3,0,22.2436,0.765751,0.359869
-22.286,0.773578,0.675461,2,3,0,23.933,0.553293,0.466026
-24.8593,0.795653,0.675461,2,7,0,24.9756,1.37108,0.333129
-21.8872,0.75,0.675461,1,3,1,24.5512,0.722705,0.375039
-22.5318,0.888111,0.675461,3,7,0,22.8699,0.544384,0.525209
-22.579,0.8884,0.675461,1,3,0,23.4299,0.699624,0.682262
-22.0064,0.95328,0.675461,2,7,0,22.7338,1.08011,0.468978
-22.5159,0.508015,0.675461,3,15,0,22.9621,0.50909,0.309959
-21.9159,0.984398,0.675461,3,7,0,22.5393,1.13625,0.637951
-24.017,0.548257,0.675461,1,1,0,25.0985,1.0001,0.892289
-23.4148,0.673096,0.675461,2,3,0,24.7233,0.953305,0.275962
-22.0938,0.949125,0.675461,2,3,0,23.8032,0.582907,0.383005
-22.9751,0.864401,0.675461,2,3,0,23.4576,0.51486,0.573898
-21.6747,0.943453,0.675461,2,3,0,23.059,0.772886,0.466288
-22.0206,0.792371,0.675461,2,5,0,23.1861,0.600596,0.423209
-23.1136,0.966167,0.675461,2,3,0,23.2812,0.430556,0.257488
-22.8407,0.954535,0.675461,2,7,0,24.1997,0.535178,0.576689
-22.3802,0.386815,0.675461,2,7,0,24.3737,0.598282,0.29311
-24.1547,0.846094,0.675461,2,3,0,24.6649,0.679619,0.177668
-23.865,0.99303,0.675461,2,7,0,24.3512,0.647478,0.796098
-22.5824,1,0.675461,2,3,0,23.7035,0.727109,0.277719
-22.2655,1,0.675461,2,3,0,22.6765,0.572547,0.49555
-23.1557,0.916215,0.675461,1,1,0,23.1577,0.485363,0.563406
-21.7634,1,0.675461,2,3,0,23.2375,0.735618,0.519732
-21.9582,0.982631,0.675461,3,7,0,22.4286,0.621625,0.439487
-22.1461,0.983353,0.675461,3,7,0,22.7897,1.24977,0.668792
-21.6342,0.993799,0.675461,2,3,0,22.1475,0.910015,0.523107
-22.5123,0.960625,0.675461,2,7,0,22.5189,0.519707,0.300549
-21.7717,0.856662,0.675461,2,5,0,23.5085,1.06995,0.570689
-21.8447,0.991589,0.675461,2,3,0,21.862,1.10538,0.54726
-21.704,0.988909,0.675461,3,7,0,22.2572,0.824484,0.438211
-21.6475,0.791547,0.675461,3,11,0,22.7121,0.908235,0.496804
-21.6604,0.999275,0.675461,3,7,0,21.7072,0.795278,0.46771
-22.0683,0.894718,0.675461,2,3,0,22.6458,0.798353,0.64929
-22.173,0.998638,0.675461,2,7,0,22.2032,1.1704,0.488824
-22.653,0.519778,0.675461,2,3,0,23.1862,1.4581,0.688787
-21.8539,0.800045,0.675461,2,7,0,23.5663,0.68353,0.395474
-22.7646,0.703989,0.675461,1,3,0,23.565,1.14916,0.393895
-24.2956,0.833333,0.675461,2,5,1,24.3316,0.302952,0.303114
-24.4441,0.885592,0.675461,1,3,0,27.2659,0.434821,0.144393
-24.3821,0.989311,0.675461,2,3,0,24.9949,0.318009,0.195798
-23.9532,1,0.675461,1,1,0,24.3625,0.360504,0.201136
-21.68,0.993596,0.675461,2,7,0,23.8633,0.936521,0.489733
-21.7233,0.98903,0.675461,1,3,0,22.0178,0.752378,0.432299
-22.373,0.937528,0.675461,2,3,0,22.4484,1.02723,0.753153
-22.373,0.5,0.675461,0,1,1,24.9285,1.02723,0.753153
-23.7354,0.797878,0.675461,3,7,0,23.7829,0.398944,0.197707
-21.6711,0.500332,0.675461,3,7,0,23.6809,0.948727,0.56984
-21.7419,0.962312,0.675461,2,5,0,21.8828,0.716749,0.453587
-22.1838,0.977774,0.675461,2,7,0,22.1871,0.686012,0.317818
-23.2853,0.780962,0.675461,1,3,0,24.3357,0.398323,0.400233
-22.0234,0.992997,0.675461,2,3,0,23.3498,0.599808,0.423371
-21.8539,0.982434,0.675461,2,3,0,22.2956,0.688469,0.509192
-23.4728,0.709138,0.675461,2,7,0,23.9567,0.369264,0.300615
-21.7399,1,0.675461,2,3,0,23.6154,0.866771,0.435258
-22.4404,0.939362,0.675461,2,3,0,22.4674,0.519436,0.450188
-22.155,1,0.675461,2,3,0,22.4315,0.576664,0.458421
-22.22,0.914094,0.675461,1,3,0,23.3401,0.775174,0.666579
-22.277,0.995154,0.675461,2,5,0,22.9887,0.572455,0.320834
-22.7298,0.993821,0.675461,3,7,0,22.7782,0.538907,0.256748
-24.6107,0.700887,0.675461,1,3,0,25.4166,0.56345,0.144188
-27.8258,0.562826,0.675461,2,6,1,28.3857,0.195435,0.0827661
-29.8788,0.737277,0.675461,2,7,1,31.0143,0.11137,0.156792
-29.4816,0.945121,0.675461,3,7,0,30.5295,0.123981,0.116134
-25.9642,0.93685,0.675461,3,7,0,34.2112,0.4568,0.0965262
-27.4454,0.992181,0.675461,2,3,0,27.9132,0.315316,0.0638002
-23.5082,0.797514,0.675461,2,4,1,27.8587,0.497729,0.192309
-23.0761,1,0.675461,2,3,0,23.5479,0.553096,0.221634
-23.5541,0.930231,0.675461,3,7,0,23.9365,0.364547,0.355278
-23.0681,0.852266,0.675461,2,5,0,25.4842,0.599043,0.67819
-21.813,0.947598,0.675461,2,3,0,23.7705,0.687505,0.416275
-21.6632,1,0.675461,2,3,0,21.8021,0.793936,0.464823
-22.6355,0.966329,0.675461,2,7,0,24.4877,0.544599,0.267577
-23.9835,0.968169,0.675461,2,3,0,23.9849,0.372269,0.188972
-24.2326,0.989618,0.675461,1,1,0,24.28,0.336704,0.19163
-22.9583,0.974064,0.675461,1,3,0,25.0077,0.544699,0.232025
-22.5668,0.786596,0.675461,3,7,0,25.6178,0.488341,0.325712
-24.8765,0.85035,0.675461,2,3,0,25.344,1.90079,0.875314
-24.8765,0.533806,0.675461,1,1,0,25.8117,1.90079,0.875314
-23.2259,0.54365,0.675461,2,3,0,24.4634,1.56927,0.783897
-23.9752,0.795472,0.675461,1,1,0,24.4639,1.69098,0.846931
-22.0027,0.580534,0.675461,2,3,0,24.7656,0.921731,0.676451
-21.697,1,0.675461,1,1,0,21.8984,0.9337,0.587708
-23.039,0.769269,0.675461,1,1,0,23.0705,0.838348,0.795181
-21.8596,1,0.675461,2,3,0,22.5608,1.0319,0.64917
-22.2712,0.767643,0.675461,3,7,0,23.1514,1.3234,0.624712
-22.1254,1,0.675461,1,1,0,22.2738,1.21911,0.681361
-22.1254,0.5,0.675461,0,1,1,23.5739,1.21911,0.681361
-22.1254,0.50185,0.675461,1,1,0,27.261,1.21911,0.681361
-21.7538,0.980995,0.675461,2,3,0,22.2761,0.758674,0.537467
-22.3263,0.950371,0.675461,2,3,0,22.3793,0.770767,0.311341
-22.9962,0.5,0.675461,2,3,0,24.7103,0.642116,0.701673
-22.9962,0.500233,0.675461,1,1,0,24.8923,0.642116,0.701673
-22.0567,1,0.675461,2,3,0,23.3669,0.608196,0.363723
-22.9061,0.985114,0.675461,2,7,0,22.9102,0.510752,0.242466
-22.0939,0.97734,0.675461,2,3,0,23.2825,0.581378,0.426942
-25.2935,0.706805,0.675461,1,3,0,25.6438,0.394968,0.709573
-26.6679,0.889169,0.675461,2,7,0,28.5895,0.363123,0.0778582
-26.452,0.998244,0.675461,1,1,0,26.7543,0.37764,0.0824808
-27.0595,1,0.675461,2,3,0,27.4424,0.274722,0.0754184
-25.0905,0.997406,0.675461,1,3,0,27.9406,0.351901,0.125775
-23.9739,0.755303,0.675461,2,7,1,26.6147,0.35613,0.450723
-24.5375,0.951876,0.675461,2,3,0,24.985,0.860491,0.200217
-23.0695,1,0.675461,1,1,0,24.2426,0.777975,0.251343
-22.3216,0.509256,0.675461,2,3,0,24.7619,0.579854,0.523654
-21.918,0.974344,0.675461,1,3,0,23.0084,0.830476,0.630562
-22.0542,0.962946,0.675461,3,7,0,23.0886,0.592296,0.430577
-21.7198,0.935814,0.675461,3,7,0,22.4769,1.02355,0.542658
-22.1625,0.710211,0.675461,2,3,0,23.1765,1.24473,0.680179
-21.7133,0.816022,0.675461,2,7,0,23.9383,0.735917,0.466062
-24.5023,0.746457,0.675461,1,1,0,24.5166,0.655607,0.848085
-22.5006,0.544054,0.675461,2,7,0,25.8542,0.603802,0.276154
-22.683,0.893859,0.675461,2,7,0,23.5805,0.475385,0.428281
-22.3007,1,0.675461,2,3,0,22.7647,0.891594,0.345445
-21.8009,1,0.675461,2,3,0,22.261,0.713756,0.405575
-21.9511,0.953321,0.675461,2,7,0,22.1447,0.665563,0.521382
-22.7209,0.940197,0.675461,2,7,0,22.7377,1.33505,0.495172
-21.7877,1,0.675461,2,3,0,22.6192,0.992221,0.476265
-21.651,1,0.675461,1,3,0,21.8642,0.819997,0.470419
-22.2105,0.708541,0.675461,2,3,0,23.1034,1.29001,0.592956
-21.8439,0.980788,0.675461,2,3,0,22.4364,1.09379,0.62445
-21.8439,0.292626,0.675461,2,3,0,24.1918,1.09379,0.62445
-23.524,0.62518,0.675461,2,5,0,25.2101,0.377296,0.248775
-25.0432,0.971734,0.675461,2,3,0,25.2307,0.284561,0.164031
-27.6697,0.721364,0.675461,2,3,0,30.2961,0.182704,0.429422
-23.1353,0.726616,0.675461,2,5,1,27.0988,0.670143,0.226853
-21.827,0.5,0.675461,3,7,0,23.4381,0.870223,0.621486
-21.82,0.998539,0.675461,2,3,0,21.886,0.991949,0.46586
-22.1154,1,0.675461,2,3,0,22.6986,1.12011,0.469327
-22.1154,0.250019,0.675461,2,3,0,25.3359,1.12011,0.469327
-22.1304,0.978765,0.675461,2,3,0,22.5353,0.91284,0.698776
-22.2648,0.915168,0.675461,3,7,0,23.5128,0.661079,0.600166
-23.0009,0.973961,0.675461,2,7,0,23.872,0.42107,0.318192
-22.5996,0.624326,0.675461,3,7,0,23.3885,1.44238,0.678283
-25.3118,0.300354,0.675461,2,3,0,25.7161,1.77519,0.464916
-22.0489,1,0.675461,1,1,0,23.8575,1.22691,0.600477
-23.1933,0.839671,0.675461,1,1,0,23.2203,1.32871,0.838274
-22.5566,0.867757,0.675461,2,3,0,22.9272,1.39862,0.715888
-21.9912,0.888248,0.675461,2,7,0,23.4435,0.8561,0.656481
-21.8217,0.838751,0.675461,2,5,0,22.7708,0.686211,0.411368
-22.4049,0.956008,0.675461,2,5,0,22.7732,0.517027,0.339755
-22.4649,0.995096,0.675461,1,1,0,22.5057,0.501778,0.346947
-22.243,0.96573,0.675461,2,3,0,23.1132,0.726635,0.313512
-22.3867,0.993485,0.675461,2,3,0,22.6527,0.56277,0.301763
-22.7266,0.931805,0.675461,2,3,0,23.0453,0.475297,0.444896
-22.4512,1,0.675461,1,1,0,22.7252,0.504043,0.403352
# 
#  Elapsed Time: 0.058599 seconds (Warm-up)
#                0.075347 seconds (Sampling)
#                0.133946 seconds (Total)
# 
