# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = beta_4.data.R
# init = 2 (Default)
# random
#   seed = 1169982881
# output
#   file = beta_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
# Adaptation terminated
# Step size = 0.978734
# Diagonal elements of inverse mass matrix:
# 0.376005

-8.57256,0.971117,0.978734,1,1,0,0.170426
-9.16156,0.91973,0.978734,1,1,0,0.135421
-9.41858,0.989704,0.978734,2,3,0,0.123587
-8.84168,1,0.978734,1,1,0,0.152762
-8.9761,0.981746,0.978734,1,1,0,0.145067
-8.96765,1,0.978734,1,1,0,0.145532
-7.67681,0.98207,0.978734,2,3,0,0.296277
-7.69378,0.998736,0.978734,2,3,0,0.289075
-8.51851,0.848243,0.978734,2,3,0,0.17442
-8.5833,0.990075,0.978734,1,1,0,0.169653
-7.79905,0.995079,0.978734,3,7,0,0.412994
-7.93467,0.988274,0.978734,2,3,0,0.442324
-7.64124,0.992375,0.978734,2,3,0,0.344054
-8.00588,0.902161,0.978734,2,3,0,0.224984
-7.75799,0.963682,0.978734,2,3,0,0.401842
-7.93493,0.904158,0.978734,2,3,0,0.235119
-8.33945,0.928229,0.978734,1,1,0,0.189042
-8.1571,1,0.978734,1,1,0,0.206838
-9.03376,0.930773,0.978734,3,7,0,0.572873
-7.99267,0.835786,0.978734,2,3,0,0.226775
-8.67171,0.796236,0.978734,2,3,0,0.539472
-8.35988,1,0.978734,1,1,0,0.505183
-8.32058,1,0.978734,1,1,0,0.500351
-8.39908,0.97902,0.978734,1,1,0,0.50987
-7.64195,0.991756,0.978734,2,3,0,0.32158
-7.69196,0.994226,0.978734,2,3,0,0.378867
-9.71754,0.706193,0.978734,2,3,0,0.111617
-9.05094,1,0.978734,1,1,0,0.141049
-7.92037,0.977765,0.978734,2,3,0,0.237375
-8.36955,0.920349,0.978734,1,1,0,0.186416
-8.17362,1,0.978734,1,1,0,0.20507
-8.49821,0.927139,0.978734,2,3,0,0.175965
-9.11485,0.914255,0.978734,1,1,0,0.137754
-7.717,0.977424,0.978734,2,3,0,0.280922
-9.55018,0.629891,0.978734,2,3,0,0.612856
-8.17862,1,0.978734,1,1,0,0.481598
-8.79705,0.846424,0.978734,1,1,0,0.551672
